"DividendStocks","EmergingMarkets","ForeignStocks","MunicipalBonds","NaturalResources","RiskTolerance","USStocks","q1","q2","q3","q4","q5","q6","q7","q8"
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,97,15706000,3,73551000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,69,2900000,5,38313000,2,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,4,75,90112000,5,56453000,3,4
0.06,0.15,0.18,0.21,0.05,0.065,0.35,1,3,73,72783000,1,14139000,3,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,68,77266000,4,9571000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,98,16294000,5,87399000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,80,39320000,3,54937000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,46,9079000,4,30995000,2,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,1,94,34972000,1,97357000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,55,94781000,2,59689000,2,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,4,57,35617000,5,92195000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,40,47408000,4,74762000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,85,42436000,1,39739000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,1,20,47979000,4,56365000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,41,95124000,3,46846000,2,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,76,1357000,5,91474000,2,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,69,23930000,4,60099000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,63,19927000,1,5289000,1,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,1,94,51146000,5,66953000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,97,69814000,4,99795000,2,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,4,95,17792000,4,53512000,1,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,2,24,27218000,2,90400000,1,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,27,59726000,2,6652000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,35,4308000,3,85259000,2,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,1,19,68259000,2,99124000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,61,9624000,2,17092000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,2,47,6639000,5,40857000,2,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,2,27,63587000,1,14886000,3,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,2,44,14063000,4,18536000,2,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,2,96,76801000,4,50757000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,82,43111000,1,75063000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,52,34969000,4,59412000,2,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,3,25,36724000,5,1750000,2,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,3,47,64819000,5,84145000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,20,78676000,1,92759000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,2,76,28645000,4,70307000,2,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,26,44366000,1,7069000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,59,43175000,4,64424000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,39,25104000,1,53883000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,86,42928000,3,16943000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,24,14453000,3,70271000,1,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,3,46,52190000,5,7544000,1,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,3,72,20340000,1,10061000,2,2
0.08,0.06,0.12,0.35,0.06,0.03,0.27,1,4,82,15436000,4,4650000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,38,30576000,5,11661000,2,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,2,75,97842000,1,37220000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,85,23753000,3,40672000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,22,39435000,5,77988000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,62,89738000,2,83993000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,64,21070000,3,53701000,3,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,2,36,67538000,5,74207000,3,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,4,77,97867000,1,98989000,1,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,1,98,17499000,2,58536000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,76,13642000,5,62905000,3,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,1,74,25467000,3,88625000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,66,53788000,2,66209000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,45,83176000,5,59384000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,88,75809000,5,26827000,1,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,2,53,60507000,5,42336000,1,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,3,33,66933000,5,2349000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,69,69164000,3,22933000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,1,37,76300000,1,47374000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,27,76600000,4,20970000,2,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,2,77,53809000,1,66573000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,30,12049000,5,94004000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,50,86549000,1,11462000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,80,52014000,3,19046000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,88,51999000,3,48981000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,3,49,6585000,1,46087000,3,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,1,67,34752000,2,98162000,2,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,1,28,90103000,4,73804000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,77,81448000,3,99815000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,91,65800000,5,52888000,1,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,3,80,60852000,2,6168000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,46,40075000,3,29310000,3,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,4,84,97938000,2,45674000,3,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,3,19,63207000,1,16184000,2,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,4,86,70271000,1,77626000,1,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,1,39,87646000,2,49669000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,88,57468000,2,24902000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,75,31480000,3,23317000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,23,30207000,2,20276000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,34,63143000,5,47643000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,20,35935000,5,45801000,2,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,4,64,90769000,3,59993000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,27,41623000,3,51267000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,3,18,20044000,4,54098000,2,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,1,49,75101000,3,82828000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,89,11955000,1,13084000,2,3
0.06,0.13,0.16,0.26,0.05,0.055,0.34,4,2,93,1219000,1,8768000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,38,1.7e+07,2,71527000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,29,8491000,1,30957000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,94,81665000,2,39211000,3,1
0.15,0.05,0.05,0.35,0.07,0.005,0.08,2,1,95,46487000,4,2103000,1,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,4,20,45155000,4,92338000,3,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,4,41,5638000,5,78588000,1,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,4,31,14750000,4,52804000,1,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,1,58,16944000,2,60578000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,58,15532000,1,88704000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,1,87,46750000,2,36393000,2,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,4,36,53365000,4,61475000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,44,95539000,2,70197000,2,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,3,19,237000,2,77347000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,97,4139000,1,97054000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,61,5481000,1,25869000,1,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,2,33,49667000,1,52679000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,69,21520000,4,96787000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,61,79163000,1,66422000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,1,18,16439000,5,84325000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,91,47920000,3,34870000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,45,18061000,2,14687000,1,2
0.06,0.15,0.18,0.21,0.05,0.065,0.35,1,3,90,805000,5,17629000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,74,77825000,1,84011000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,63,8669000,2,62656000,1,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,2,85,77794000,1,69284000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,66,91451000,2,19462000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,3,46,80744000,3,48358000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,43,27515000,4,78183000,1,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,4,68,97528000,2,87958000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,41,86790000,1,1175000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,24,96069000,3,88536000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,54,55266000,4,4313000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,3,35,32051000,3,70859000,1,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,2,74,68850000,2,14188000,1,4
0.07,0.22,0.26,0.05,0.05,0.095,0.35,1,4,65,98309000,3,1972000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,21,94748000,2,4804000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,58,43875000,1,68454000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,77,77616000,2,42427000,2,3
0.06,0.14,0.17,0.23,0.05,0.06,0.35,4,1,83,79935000,5,9801000,3,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,1,74,30214000,1,58943000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,19,68487000,4,74849000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,55,49847000,5,69510000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,43,6181000,4,72258000,1,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,3,93,14883000,5,31367000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,56,22318000,4,36335000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,20,35310000,2,82803000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,2,65,30625000,5,9016000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,2,31,12919000,5,64335000,1,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,4,98,69223000,1,74046000,2,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,3,41,46899000,5,47782000,3,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,1,92,83982000,1,94096000,3,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,3,26,14710000,5,48321000,3,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,2,93,46526000,5,75036000,2,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,80,14414000,2,98731000,1,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,46,31961000,4,9850000,2,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,2,51,65745000,3,60612000,3,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,2,52,94977000,5,90568000,1,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,3,56,56147000,1,41037000,3,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,18,45369000,5,80822000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,36,13557000,1,21037000,2,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,1,45,32458000,1,27428000,2,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,48,15003000,1,19015000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,30,22036000,4,21254000,3,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,3,21,6996000,1,14907000,1,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,1,66,29785000,3,43743000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,24,74519000,1,19131000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,1,21,2010000,4,52346000,3,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,2,40,39833000,4,15346000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,94,83071000,1,75898000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,21,45860000,4,27056000,2,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,4,79,72848000,4,98376000,3,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,4,48,46593000,5,62636000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,21,19056000,5,39749000,3,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,2,62,90319000,2,55517000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,48,44846000,3,20071000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,18,65298000,3,89664000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,2,85,10922000,4,92208000,2,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,2,91,82619000,5,80013000,1,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,1,57,5739000,1,2420000,3,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,3,55,60626000,5,7917000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,69,96580000,2,45392000,3,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,4,30,52581000,3,30040000,1,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,58,56824000,2,19498000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,33,24071000,2,49114000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,88,62272000,5,43720000,1,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,4,38,40047000,5,68202000,1,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,4,82,97399000,4,92814000,2,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,2,48,33169000,1,13629000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,93,28371000,1,52339000,2,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,3,93,708000,1,81293000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,54,71996000,5,40717000,3,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,3,47,46617000,5,12859000,3,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,2,62,17594000,3,28031000,3,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,2,60,21275000,1,29346000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,77,64562000,3,32690000,2,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,1,30,9397000,4,45644000,1,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,4,59,16509000,5,37417000,1,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,76,97471000,5,19456000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,2,85,28803000,1,44857000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,88,60270000,3,26347000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,22,12352000,1,13399000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,33,7966000,2,71087000,2,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,2,87,32326000,2,46357000,3,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,3,45,98349000,2,3501000,3,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,2,87,68073000,5,59199000,1,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,3,25,38354000,4,52403000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,2,84,84100000,3,86319000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,27,12731000,5,75281000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,83,7678000,2,85373000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,59,494000,2,38128000,3,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,4,90,7939000,5,70995000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,29,82859000,4,27604000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,19,2551000,5,10504000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,1,39,47859000,2,87000,2,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,1,82,91922000,4,85426000,2,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,1,92,80717000,5,22213000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,24,40806000,1,25243000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,2,67,33986000,1,62676000,3,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,4,78,82696000,2,48686000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,96,40124000,4,21315000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,65,77647000,2,58606000,1,1
0.06,0.12,0.15,0.29,0.05,0.05,0.33,1,3,92,64213000,1,7495000,3,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,2,53,26693000,3,48225000,3,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,74,9001000,2,67325000,2,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,3,81,72587000,2,74513000,1,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,26,77253000,1,14337000,2,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,2,52,72003000,1,9553000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,30,42492000,1,16184000,3,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,98,95725000,3,14479000,3,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,2,40,32012000,5,19924000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,2,24,52186000,2,3354000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,87,95329000,2,24968000,2,3
0.08,0.05,0.11,0.35,0.06,0.025,0.26,2,2,73,2013000,2,4754000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,38,50539000,3,3147000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,19,75257000,3,53552000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,68,41968000,2,2744000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,44,84430000,4,88322000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,92,99475000,4,46320000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,30,55958000,1,67615000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,99,58111000,4,27155000,1,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,1,49,81352000,3,7772000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,64,45097000,4,15062000,2,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,1,45,46752000,2,90209000,1,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,57,74610000,4,3400000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,55,14673000,1,31404000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,43,12543000,1,18694000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,99,87223000,4,72404000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,67,60298000,4,50632000,2,2
0.15,0.05,0.05,0.35,0.07,0.005,0.08,1,3,89,6663000,1,3866000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,58,96829000,4,76352000,2,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,1,65,51335000,2,82281000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,2,24,45521000,1,21968000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,38,93251000,3,53948000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,63,12976000,4,93703000,1,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,66,26365000,4,5706000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,58,18397000,1,52780000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,58,61119000,2,89454000,1,2
0.08,0.16,0.21,0.15,0.05,0.075,0.35,1,4,70,46573000,3,10246000,3,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,4,52,61927000,3,62907000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,96,91739000,1,49887000,3,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,2,26,34819000,4,35171000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,35,42600000,1,13892000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,45,62813000,3,95027000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,73,60906000,4,53476000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,32,95413000,3,20277000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,88,65390000,4,89813000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,2,78,4841000,5,65452000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,83,88632000,2,18375000,2,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,1,24,79299000,4,99916000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,50,25524000,1,99109000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,51,53174000,5,1106000,2,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,2,52,85152000,5,4120000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,40,12810000,5,13404000,1,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,1,31,85250000,1,54180000,2,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,98,91869000,3,29515000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,3,42,82692000,5,21761000,3,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,1,56,71330000,4,20490000,3,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,4,98,98074000,1,22125000,3,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,4,27,8563000,2,25283000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,35,20316000,1,65384000,1,1
0.08,0.05,0.11,0.35,0.06,0.025,0.26,1,2,71,36627000,5,6438000,2,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,3,30,39091000,2,60145000,1,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,4,64,18618000,4,37263000,3,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,2,43,22825000,5,98163000,3,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,4,82,81841000,2,65818000,3,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,4,73,2111000,2,87573000,2,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,3,77,61361000,5,6617000,2,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,2,43,83452000,4,91396000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,1,36,93839000,2,40627000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,78,35060000,2,47063000,1,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,1,26,49272000,2,52862000,1,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,1,90,31918000,3,41816000,1,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,57,10123000,1,68596000,1,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,2,59,32231000,3,96051000,3,4
0.08,0.05,0.11,0.35,0.06,0.025,0.26,4,2,72,47294000,5,6385000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,49,15595000,2,52522000,3,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,43,70247000,3,32398000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,27,2439000,1,13221000,3,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,1,58,70594000,2,29143000,1,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,2,85,57160000,3,72747000,1,4
